Time,P1,P2,IMe,IMh,Tint,Rec
354,0.998993829,0.981848068,0.838628935,22.06959967,739.6764088,0.98855
364,0.999055196,0.982820745,0.838628935,22.06959967,739.6764088,0.98925
374,0.999120509,0.983127728,0.838628935,22.06959967,739.6764088,0.989675
384,0.999209447,0.98454871,0.838628935,22.06959967,739.6764088,0.9904
394,0.999301822,0.985384143,0.838628935,22.06959967,739.6764088,0.99115
404,0.999329411,0.986151285,0.838628935,22.06959967,739.6764088,0.9918
414,0.999356999,0.986563425,0.838628935,22.06959967,739.6764088,0.9918625
424,0.999384588,0.98706747,0.838628935,22.06959967,739.6764088,0.9921
434,0.999464255,0.987436159,0.838628935,22.06959967,739.6764088,0.992425
444,0.99955637,0.987692109,0.838628935,22.06959967,739.6764088,0.99295
454,0.999666104,0.988054555,0.838628935,22.06959967,739.6764088,0.99325
464,0.999711721,0.988622521,0.838628935,22.06959967,739.6764088,0.9936375
474,0.999726622,0.989523233,0.838628935,22.06959967,739.6764088,0.99395
484,0.999741522,0.989744495,0.838628935,22.06959967,739.6764088,0.9944625
494,0.999756422,0.989832203,0.838628935,22.06959967,739.6764088,0.994535
504,0.999771322,0.990223666,0.838628935,22.06959967,739.6764088,0.99467
514,0.999786222,0.990615544,0.838628935,22.06959967,739.6764088,0.99485
524,0.999803459,0.990791787,0.838628935,22.06959967,739.6764088,0.995108333
534,0.999849369,0.991305859,0.838628935,22.06959967,739.6764088,0.9953
544,0.99989528,0.991808866,0.838628935,22.06959967,739.6764088,0.99562
554,0.999904385,0.991898959,0.838628935,22.06959967,739.6764088,0.99578125
564,0.999909273,0.992282152,0.838628935,22.06959967,739.6764088,0.995916667
574,0.999914161,0.992378451,0.838628935,22.06959967,739.6764088,0.995973077
584,0.999919049,0.992591776,0.838628935,22.06959967,739.6764088,0.996015
594,0.999923937,0.992726695,0.838628935,22.06959967,739.6764088,0.99615
604,0.999928824,0.99278742,0.838628935,22.06959967,739.6764088,0.996205556
614,0.999933712,0.993247674,0.838628935,22.06959967,739.6764088,0.996283333
