Time,Disf
874,1.75E-05
875,1.75E-05
876,1.74E-05
877,1.73E-05
878,1.73E-05
879,1.72E-05
880,1.72E-05
881,1.71E-05
882,1.70E-05
883,1.69E-05
884,1.68E-05
885,1.68E-05
886,1.61E-05
887,1.60E-05
888,1.60E-05
889,1.45E-05
890,1.44E-05
891,1.37E-05
892,1.37E-05
893,1.36E-05
894,1.36E-05
895,1.35E-05
896,1.34E-05
897,1.22E-05
898,1.21E-05
899,1.20E-05
900,1.18E-05
901,1.16E-05
902,1.16E-05
903,1.15E-05
904,1.14E-05
905,1.13E-05
906,1.13E-05
907,1.12E-05
908,1.12E-05
909,1.12E-05
910,1.12E-05
911,1.11E-05
912,1.10E-05
913,1.09E-05
914,1.09E-05
915,1.05E-05
916,1.04E-05
917,1.04E-05
918,1.03E-05
919,1.03E-05
920,1.02E-05
921,1.02E-05
922,1.02E-05
923,1.01E-05
924,9.96E-06
925,9.90E-06
926,9.85E-06
927,9.79E-06
928,9.73E-06
929,9.71E-06
930,9.69E-06
931,9.65E-06
932,9.09E-06
933,9.08E-06
934,9.02E-06
935,9.02E-06
936,8.57E-06
937,8.51E-06
938,8.28E-06
939,8.23E-06
940,8.19E-06
941,8.16E-06
942,7.77E-06
943,7.71E-06
944,7.67E-06
945,7.56E-06
946,7.53E-06
947,7.50E-06
948,7.40E-06
949,7.40E-06
950,7.33E-06
951,7.29E-06
952,7.21E-06
953,7.19E-06
954,7.18E-06
955,7.17E-06
956,7.05E-06
957,6.99E-06
958,6.74E-06
959,6.69E-06
960,6.52E-06
961,6.51E-06
962,6.48E-06
963,6.41E-06
964,6.37E-06
965,6.36E-06
966,6.21E-06
967,6.12E-06
968,6.03E-06
969,5.95E-06
970,5.86E-06
971,5.82E-06
972,5.69E-06
973,5.68E-06
974,5.63E-06
975,5.62E-06
976,5.40E-06
977,5.36E-06
978,5.19E-06
979,4.80E-06
980,4.78E-06
981,4.72E-06
982,4.32E-06
983,4.32E-06
984,4.29E-06
985,4.24E-06
986,4.23E-06
987,4.18E-06
988,3.84E-06
989,3.81E-06
990,3.80E-06
991,3.65E-06
992,3.64E-06
993,3.63E-06
994,3.59E-06
995,3.57E-06
996,3.56E-06
997,3.55E-06
998,3.54E-06
999,3.47E-06
1000,3.38E-06
